tweet_id,tweet_text,polarity
21,RT @chetanshetty9: Mumbra has become a lawless ghetto ! They have zero fear for law enforcement officers ! No prizes for guessing which com…,positive
22,"RT @jaiprakashshah2: @RahulGandhi Hey Rahul gandi look how your cental Gov done with Amit shah and Modi Ji and how modi Ji co-operated,but…",positive
23,RT @Ibne_Sena: Acha @Twitter now I'm violating Pakistani laws 😄 https://t.co/DDBcbcoe8g,positive
24,RT @TheAngryLord: Rahul Gandhi was so happy when UPA was in power. Anticipation of arrest of #PChidambaram is certainly causing fear https:…,positive
25,@RahulGandhi Public is waiting for that happiest day when rahul &amp; his family will b behind d bars...,negative
26,"RT @TimesNow: SENSATIONAL CHARGE by @Swamy39. He says, P Chidambaram is Gandhis’ ‘money launderer’. | INDIA UPFRONT with Rahul Shivshankar.…",neutral
27,RT @TheAngryLord: Rahul Gandhi was so happy when UPA was in power. Anticipation of arrest of #PChidambaram is certainly causing fear https:…,positive
28,"This is what's wrong with faith.
People troubling and beating humans coz they want to worship a God.
History shows… https://t.co/MPonvUA5Rz",neutral
29,"RT @jaiprakashshah2: @RahulGandhi Hey Rahul gandi look how your cental Gov done with Amit shah and Modi Ji and how modi Ji co-operated,but…",positive
30,@fayedsouza My Friend Rahul just Lost His Job Recently.,positive
31,"After Priyanka, Rahul Gandhi comes out in support of Chidambaram, says Modi govt using CBI and ED

After Priyanka G… https://t.co/VPvcbrGXUy",neutral
32,"RT @htTweets: .@RahulGandhi accuses government of using central agencies to malign #PChidambaram

https://t.co/Xw5tm3kqSX https://t.co/vaca…",neutral
33,@timesofindia congress is powerful than security council without support from mainstream people !see if there were a support !!Rahul is ✊✊,neutral
34,".@RahulGandhi accuses government of using central agencies to malign #PChidambaram

https://t.co/Xw5tm3kqSX https://t.co/vacaTEBhU5",neutral
35,"RT @BalaKri74583199: Missing Alert!

Name: P Chidambaram
Last seen: In New Delhi
Height: Of Corruption
Colour: Similar to Rahul Gandhi’s Fu…",negative
36,"RT @TimesNow: SENSATIONAL CHARGE by @Swamy39. He says, P Chidambaram is Gandhis’ ‘money launderer’. | INDIA UPFRONT with Rahul Shivshankar.…",neutral
37,"RT @IndianExpress: “Modi’s Govt is using the ED, CBI &amp; sections of a spineless media to character assassinate Mr Chidambaram,"" Rahul said…",negative
38,"Heard @INCIndia is planning to install Sachin Pilot, Scindia or Manmohan (all worse than Rahul) as next President?… https://t.co/NCKUdsLEzB",negative
39,"#Prabhas  &amp; #ShraddhaKapoor   coming at  #KapilSharma  show today  
😍😍

#Saaho promotions 
Mumbai Hindi https://t.co/CGBirxiRRl",positive
40,"RT @ThePrintIndia: Congress leaders Rahul &amp; Priyanka Gandhi say Chidambaram being ‘hunted down’

https://t.co/1pDp451LF2",negative
41,"Has CBI checked the residences of Rahul,Sonia and Priyanka. In all possibilities the kingpin may be hiding there.Af… https://t.co/8N6yQ4huoY",positive
42,@Queen36040611 Yup she is here 😄,positive
43,"RT @Outlookindia: ""Modi's Govt is using the ED, CBI &amp; sections of a spineless media to character assassinate Mr. Chidambaram,"" tweeted 
@Ra…",negative
44,@SunnyLeone Your hands looking like shit,negative
45,"RT @sujataanandan: Well, I do want to see Raj Thackeray take on the Modi govt. So far he is the only one apart from Rahul Gandhi who has pr…",positive
46,"RT @IndiaToday: Rahul Gandhi slams Centre over the action of probe agencies against former Union finance minister P Chidambaram.
https://t.…",negative
47,"RT @psychosid_: Short tempered people r supporting #himaja &amp; #MaheshVitta

Sensitive people r supporting #ravi &amp; #Jyothi

Intelligent peopl…",positive
48,"MRS Priyanka, Rahul Gandhi WHERE ARE YOU WHEN HE F.M. DOING SUCH WORKS FOR YOUR. COURT IS DOING EVERYTHING DON'T BARKING CHOR CONGRESS",positive
49,RT @SwamiGeetika: @priyankagandhi @PChidambaram_IN Did Rahul Gandhi even mean that no corrupt should escape the clutches of law? Why Congre…,negative
50,RT @TheAngryLord: Rahul Gandhi was so happy when UPA was in power. Anticipation of arrest of #PChidambaram is certainly causing fear https:…,positive
51,RT @TimesNow: #Breaking | No hearing today on the Anticipatory Bail plea of @PChidambaram_IN. Supreme Court denies urgent hearing of the ba…,negative
52,"RT @republic: #LIVE on #ChidambaramMissing | Rahul Gandhi backs P. Chidambaram, claims 'character assassination' 

Stay tuned for non-stop…",neutral
53,"RT @Pun_Starr: Few days ago, Governor Satya Pal Mallik invited Rahul Gandhi to J&amp;K to see that situation is normal.

Today, Ghulam Nabi Aza…",positive
54,"RT @NH_India: #Congress leader #RahulGandhi on Wednesday accused the government of using the #ED, the #CBI and sections of the media to ""ch…",neutral
55,"RT @jaiprakashshah2: @RahulGandhi Hey Rahul gandi look how your cental Gov done with Amit shah and Modi Ji and how modi Ji co-operated,but…",positive
56,"RT @Loneranger9new: Tadipar is just on his revenge spree, not going to work for long, Rahul Ji will fix all these illiterate bhakts in 2024.",negative
57,RT @TheAngryLord: Rahul Gandhi was so happy when UPA was in power. Anticipation of arrest of #PChidambaram is certainly causing fear https:…,positive
58,"RT @jaiprakashshah2: @RahulGandhi Hey Rahul gandi look how your cental Gov done with Amit shah and Modi Ji and how modi Ji co-operated,but…",positive
59,"RT @Pun_Starr: Few days ago, Governor Satya Pal Mallik invited Rahul Gandhi to J&amp;K to see that situation is normal.

Today, Ghulam Nabi Aza…",positive
60,RT @9GAG: How my internet works https://t.co/j2RyPOu29G,positive
61,"RT @mvmeet: The biggest achievement of PM Modi is:

He stopped Congress leaders from looting India
And forced them to apply for bail

Eg: S…",negative
62,"RT @jaiprakashshah2: @RahulGandhi Hey Rahul gandi look how your cental Gov done with Amit shah and Modi Ji and how modi Ji co-operated,but…",positive
63,"RT @iamsareer: @RahulGandhi Only condemning will not help Rahul.
Get up",neutral
64,"@RahulGandhi Indian ppl still sleeping
Select the good leader like@Rahul gandhi",positive
65,"Well @divyaspandana lost her job..
kya yehi Rahul Gandhi k women empowerment hai?
https://t.co/DoWhVSH4Py",positive
66,"RT @BalaKri74583199: Missing Alert!

Name: P Chidambaram
Last seen: In New Delhi
Height: Of Corruption
Colour: Similar to Rahul Gandhi’s Fu…",negative
67,"@spark1ing_sugar @EmmaDee77 Let’s do it! I won last year, was originally gutted when I picked out Rahul but he came… https://t.co/RcTjUHlE7w",negative
68,"@fayedsouza Rahul Gandhi Lost his job as Congress President.
Industry- Politics",neutral
69,@ARCsays @CabipoolMUM @narendramodi @PMOIndia @Dev_Fadnavis in ur own words 32k people yet use it right daily! a bi… https://t.co/7ZVai8Ojk4,positive
70,"RT @jgopikrishnan70: CBI registers new FIR dtd Aug 19 against Prannoy Roy, Wife Radhika, Vikram Chandra, NDTV and public officials under Pr…",neutral
71,"Prabhas  during Saaho shoot
Still https://t.co/MoG09CEm0x",negative
72,Rahul Gandhi accuses govt of using central agencies to malign Chidambaram | india news - https://t.co/6A0AeLwrAl,neutral
73,RT @TheAngryLord: Rahul Gandhi was so happy when UPA was in power. Anticipation of arrest of #PChidambaram is certainly causing fear https:…,positive
74,RT @TheAngryLord: Rahul Gandhi was so happy when UPA was in power. Anticipation of arrest of #PChidambaram is certainly causing fear https:…,positive
75,RT @amitksingh01: @_ajaykumargupta possible...last month only PC had spoken about the discomfort in Congress due to uncertainty after Rahul…,negative
76,RT @TimesNow: #Breaking | No hearing today on the Anticipatory Bail plea of @PChidambaram_IN. Supreme Court denies urgent hearing of the ba…,negative
77,RT @BrijMohanBhama: @hvgoenka This is reality of Indian🇮🇳 economy 👍,positive
78,"@CJI_SC @rsprasad @lawmininida
@AmitShahOffice
Govt using ED, CBI and sections of the media to character assassinat… https://t.co/Vl5ELPj5e2",neutral
79,@RahulGandhi Mr. Rahul stay on one side. Don’t behave like Modi bakthas,positive
80,"1600+ combined raid points
65 combined Super 10s
1 epic battle! 

Rahul 'Showman' Chaudhari or Deepak Niwas Hooda –… https://t.co/X6mI1l0FAg",positive
81,"RT @ani_digital: Trump calls Kashmir 'a complicated situation', once again offers his proposal to mediate

Read @ANI Story | https://t.co/s…",neutral
82,RT @TheAngryLord: Rahul Gandhi was so happy when UPA was in power. Anticipation of arrest of #PChidambaram is certainly causing fear https:…,positive
83,"@RubikaLiyaquat "" Mr Kingpin """,positive
84,"RT @kanimozhi: @iMac_too @PChidambaram_IN It is @RahulGandhi way to teach a lesson to PC, for blackmailing him for a LS seat for his son.…",positive
85,"RT @timesofindia: Govt using ED, CBI and sections of the media to character assassinate Chidambaram: @RahulGandhi https://t.co/Be8ywXo0zA",negative
86,@SahibaB22622422 THIS QUESTION CAN BE SOLVED ONLY BY RAHUL GANDHI,negative
87,"RT @TimesNow: SENSATIONAL CHARGE by @Swamy39. He says, P Chidambaram is Gandhis’ ‘money launderer’. | INDIA UPFRONT with Rahul Shivshankar.…",neutral
88,@_ajaykumargupta possible...last month only PC had spoken about the discomfort in Congress due to uncertainty after Rahul resigned,negative
89,"RT @BalaKri74583199: Missing Alert!

Name: P Chidambaram
Last seen: In New Delhi
Height: Of Corruption
Colour: Similar to Rahul Gandhi’s Fu…",negative
90,"RT @Vidyaraj51: Spinning industry facing biggest crisis! Huge job losses

D slowdown in textile ind, which provides employment to abt 10 cr…",negative
91,"RT @adah_sharma: Cheetah ! Cheetah ! Cheetah ! That's Rahul not me ! 
I'm a Leopard 👼😇🐆 - #KuchKuchHotaHaiTumNahiSamjhoge
#Rahulfromkuchkuc…",negative
92,"RT @IndianExpress: Parle, founded in 1929, employs about 100,000 people. In 2003, its flagship biscuit brand Parle-G was considered the wor…",positive
93,Why do Rahul Gandhi and Gandhi family always stand in support of the corrupt persons of the country and the opponen… https://t.co/rAKPtngITq,negative
94,@news18dotcom @CNNnews18 A pity they restrict themselves to character assassination Mr. Rahul.,negative
95,"Modi government using CBI, ED to target #Chidambaram : Rahul 

https://t.co/yXwDA3U8BB

#RahulGandhi",negative
96,"Insights into #insurance product management by #insurtech @hippo_insurance's CPO on @InsNerds podcast.
Another inst… https://t.co/Y0oDfx6qEF",neutral
97,"@fayedsouza Rahul Gandhi as Congress President. 
Industry - Politics.",positive
98,RT @TimesNow: #Breaking | No hearing today on the Anticipatory Bail plea of @PChidambaram_IN. Supreme Court denies urgent hearing of the ba…,negative
99,RT @TimesNow: #Breaking | No hearing today on the Anticipatory Bail plea of @PChidambaram_IN. Supreme Court denies urgent hearing of the ba…,negative
100,RT @TheAngryLord: Rahul Gandhi was so happy when UPA was in power. Anticipation of arrest of #PChidambaram is certainly causing fear https:…,positive
