tweet_id,tweet_text,polarity
131,Ballmer Feels Lucky Microsoft Didn't Buy Yahoo in 2008 http://t.co/MK8pv0TN #gdapps #ballmer #microsoft #yahoo,neutral
132,Went to Calgary with some of the lads (Gaspar had to sit in the boot  ) to watch the Flames versus LA Kings. Calgary won 4-1. Nice night.,positive
133,@TerriCook I have the same problem here .... but with rabbits   #blib,positive
134,"RT @SomalyMam: You follow me on #twitter, Like my #Foundation on #facebook http://t.co/3kGgPh7z! Together we can stop #humantrafficking",neutral
135,RT @InternetBH: #Microsoft shows 'touch screen' for any surface microsoft,neutral
136,@dustyedwards Of course! Have a good one! ,positive
137,There's always something good happening in our lives. We just have to open our eyes and take time to realize... ,positive
138,going to watch julian play bball. i want phoebe ,negative
139,Airlie is  sick   and now Mason is sick Too. He is going to miss his school disco ,negative
140,BeiiNg NaUgHtY ,positive
141,"RT @MinisterOnline: its ok to put up bible verses & encouraging post about God on #Twitter, but make sure you stand by your words, cause ...",neutral
142,AHHHH!!!!! FUCK IT!!! Goodnight!! twitter,neutral
143,#Intervate wins content management partner of the year 2011. #Microsoft #techedafrica,neutral
144,@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?,positive
145,"Caramba, a mais de 4 dias ninguem fala em mim ou de mim aki no #twitter. Nem mesmo minha noiva. #Fuieskecido...",neutral
146,#microsoft #3Q (or 1Q12) #conferencecall 10/20/11 http://t.co/zm9Dye63,neutral
147,#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/gHCez2Yk,neutral
148,Has a huge headache but gotta go to work ,negative
149,off to town. forgot to charge my phone so don't think it will last all day ,negative
150,Everything Can Be A Digital ... http://t.co/fG0wfyWl #microsoft #carnegiemellon,neutral
151,@cardinaire ya me too ,positive
152,@janicerose brody my friend ,positive
153,@rachhiiee_ im sorry im not a neetball deeeeb.   nah jennys mine  she talks to me on facebook.,positive
154,Really let down by gossip girl...it's all I have to make my Mondays good and all they give are reruns... ,positive
155,Budget: A method for going broke methodically.    #1liners,positive
156,Good morning... I wish the weather was as good as in Germany today ,positive
157,@viaHourt ahhh i see i see.  im in bed watching ugly betty  lol,positive
158,@KittyBuffieKat  I havent but since you turned me on to it..I will  all of them! http://bit.ly/dRsN8,negative
159,is extremely hungry ,negative
160,"Congrats to the 5 big #winners of the ""Get certified-Get happy"" #Sweepstakes!  EZ log-in&gt;Contests&gt;Winners:  http://t.co/396AtoHF #Microsoft",neutral
161,RT @igorlilmonster: My #twitter age is 2 years 153 days 5 hours 6 minutes 25 seconds. Find out yours at http://t.co/NjTHu7tM #twittertime,neutral
162,New Microsoft Security Essentials v2.1 Released with updated Antimalware Engine http://t.co/2etgYjEZ #Microsoft #SecurityEssentials #Windows,neutral
163,"Infosys, has tied up with Microsoft to provide cloud-based offerings to clients... http://t.co/zwqwpdQ4 #cloud #infosys #microsoft #technews",neutral
164,Monsters Vs Aliens in 3D was fantastic ... Ginormica is my new favourite superhero ,positive
165,I can't sleep.  It's too windy and scary out.,negative
166,#Twitter how do you know that I think that @SofiaVergara is the funniest member of the #ModernFamily cast?!,neutral
167,@davekim volunteer for the hunch beta invite... ,positive
168,"@AnnekaF Haha, I'm not that silly I'd need another job first. Got more plans into motion for moving overseas now anyhow ",positive
169,@geoffmartinez youre going to be in mexico on easter?  why?,positive
170,God is a faithful God...i said promising and promising it was. Time for bed...so tomorrow may bring another beautiful day  goodnight luvs.,positive
171,@mdhughes I have the strangest feeling we've done this exact thing before. #arial #microsoft,neutral
172,@alexbabb9 Alexthe_ASSholeBabb should be your new #Twitter name,neutral
173,"@MrRobinson hard for"" balms ""to get excited over Android phones"" because #Microsoft isn't collecting enough royalties yet. #isaidit",neutral
174,Testing Windows 8 Developer Preview #microsoft,neutral
175,Shout out to all the single mothers on #Twitter,neutral
176,"Let's be honest #twitter, nothing's #trending en #espaÃ±ol.",neutral
177,@saratoga  thanks for the LP endorsement ,positive
178,"Friend just asked me to be his Best Man. Guess that means a trip to Twin Falls, ID next year  What are the responsibilities of a Best Man?",positive
179,RT @technabob: Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have youâ€¦ http://t.co/PJpFeyTF,neutral
180,Did a couple of changes..#Twitter,neutral
181,heyy loves!! just finished my record in the studio!! going to kick it with lauren c.!!  byee!! &lt;3,positive
182,@TissieTC I agree with you!.. @nick_carter doesnt love us as much as @brian_littrell does  ? cuz he comes and visit us at fanclub chat!,positive
183,"watching hairspray, as normal :3 I updated my myspace btw, check it out  [check it lauren ;) lmao]",positive
184,Note to you all: don't go to the choclate bar @ schiphol!! it is passengers only ,negative
185,"""@socialfans: Top Twitter Related Sites http://t.co/JoDmoruF #design"" #twitter",neutral
186,I now have painting clothes!   ,positive
187,@dhollings Your TwitterTips bar runs like a dream on FF 3.0.8 ,positive
188,@_writersblock_  me too. thought I was going to bed but had to reply to jon &amp; donnie ,positive
189,@AK_NG you are not insane your husband tho not to sure ,positive
190,"@JonathanRKnight HOWEVER, I'm NOT turning status updates on 4 u becuz I have insomnia &amp; u'll just wake me up. Only D is allowed 2 do that ",positive
191,They don't get hyphy on the east coast  ...even to E40,negative
192,@fourzoas Good night! ,positive
193,@chasepino I wish I was as cool as you.. ,positive
194,tooo early. im running late. ,negative
195,Watching Keith Olbermann(late late rerun) then it's on to The Daily Show which is having Michael J. Fox on as guest. My high school crush ,positive
196,"Everything Can Be A Digital Surface Now, Courtesy Microsoft, Carnegie Mellon http://t.co/6S7pKbjI #microsoft #carnegiemellon",neutral
197,#SteveBallmer just called me a Computer Scientist :) http://t.co/u1zmU9Ih #Microsoft #Android,neutral
198,"@FoxWhisperer clean, but it resulted in the soft top beaing soaked wet, so I couldn,t open it  should be dry now",negative
199,"Personally,i dont have time for that and dont really care about what everyone in the world on #facebook and #twitter care about how i look.",neutral
200,@JonathanRKnight Yay...Jon is an activist too!  Wooho...,positive
201,"@javajive humm, the iStore had alot of similiar reqs. Maybe you should head their way ",positive
202,@STARANDDRAMA & JAMMERS302 BE #KILLIN #TWITTER #FOLLOW US,neutral
203, aww dont make me blush!,positive
204,"@30SECONDSTOMARS: Thank's for your prayers, these days are very difficults ",positive
205,Now we just need to get Yvonne a blackberry and a twitter account ,neutral
206,"@CuttaC @cocoandbreezy @zillaman @DatBoiBabyC @WRECKAMIC @ and everyone on here reppin Texas and Dallas, Mad Love &lt;3 Good nite y'all ",positive
207,My #twitter age is 1 year 325 days 10 hours 18 minutes 7 seconds. Find out yours at http://t.co/0zAtZhKP #twittertime,neutral
208,@PuraGenteBienAv me podrian dar el #face o #twitter del chavito qe siempre traee lentess transparentes le dicn #chicken little x fiiss :),neutral
209,needs to study for quant and do legal process assessment for 2moro ,negative
210,"#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14, 2011. Review and comment: http://t.co/eJ8a2Msm",neutral
211,"RT @NeowinFeed: Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin",neutral
212,"I didnt know there wad a test..RT ""@DashBurst: Downloadable #Twitter Cheat Sheet - http://t.co/bHXpqYo5""",neutral
213,@chocolate_dip lol i wasnt complaining just making sure @yoeyfreshier wasnt getting off before me but @tivon cleared that up ,positive
214,"@mileycyrus Juz watchin' 3 eps. of your show HM, I must say I instantly became a fan of urs! ;D Lovin' ur humor so mucho! More power 2 u! ",positive
215,"@CartBozman don't you worry matey, I'm still around, just trying to juggle podcasting, life, and my Internet life ",positive
216,"found my Sana...and has realized, that just like a white girl, I eat my problems ",negative
217,"@honey_honeybun Aw, thanks...let's hope so! I am more worried about Geoff's teeth! Hope you are having a good day, H or HB. ",positive
218,@shresthayash  ouch I can just imagine a toothpic in the eye or something ,negative
219,@marjorayy so then you should blogspot about it  haha,positive
220,just burnt my fingers on a hot cup of tea - ouch!!! ,negative
221,"Why is it that I have 46 followers, none of whom acknowledge me? ",neutral
222,No way I'm gonna sleep tonight ,negative
223,is going to school to do dt ,negative
224,"@ummahfilms bro update your twitter link at youtube, its twitter.com not tweeter.com ",positive
225,Wow jus made a #TWITTER i reallly dnt kno how o2 use it so i neea alittle help,neutral
226,@brainstormprick broke ya record and i got 2 witness it  yaaaay!,positive
227,my facebook is Fucked. ,neutral
228,Is making bad decisions ,positive
229,@JonathanRKnight There is no way on earth that you can answer everyone  Will you ask Donnie if he got the gift from my 9 yr old lastnight?,positive
230,just signed in ,positive
231,@row_13 www.Raideil.com has great hosting. I don't know about domain but you should check them out. ,positive
232,Our trip has been canceled. See the latest blog post for info  http://kiwinova.blogspot.com/,positive
233,WHTS GOIN ON #TWITTER FAM,neutral
234,RT @Free_Nuttball #fuckyoumean #Pittsburgh don't got the best #twitter.,neutral
235,I'm getting ready to drink tea.. Emma's gonna eat some Rice meal. ,positive
236,Boo another day at work  but only 3 to go then 3 days off ; ),negative
237,@Kjonge GEFELICIDINGEST!!! ,positive
238,It's #real when you tell ur man how ur gfs roasted your ex on #twitter and he's like good job babe lol,neutral
239,@BkBap Ahhh sound advice. ,positive
240,@Tammi_LA Miss you! When are you free this week??  Can we do Yuri or something?,positive
241,"Lmao. RT @MissAyunnaaa Well that's my que, bye #Twitter , #oomf finna start quotin lines from #ATL lol",neutral
242,"Holy he'll, just had an epic Aporto burger with epic amounts of chilli sauce ",positive
243,@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just released..http://bit.ly/pY0hlZ,neutral
244,"I think I'm addicted to checking my #email, #twitter and #facebook",neutral
245,"OMG my girl just woke me up, reason doesnt matter &amp; now I cant fall back to sleep  Gotta b up at 5 so maybe I'll just stay up. **sigh**",negative
246,@MrsP_ifurnastee rowr! you bet!  and @cartermorrison is going to bed..but I'm sure she would want to be included as well  LMAO,positive
247,@zeet75 Hahaha. ) I'm taking HRIM.  So I think it's only basic math. ,positive
248,@i_reporter answer sent in dm. try it ,positive
249,"@KourtneyKardash i hate morn workouts bc i love to sleep late  ha have fun in mexico! love the show, is the trip gonna air on keeping up?",positive
250,SeNews : Microsoft extends revenue guarantees to Yahoo #Yahoo #Microsoft : http://t.co/bR3MHHVg,neutral
251,RT @JennyOrWuuut: I wishh #twitter would tell me who retweets my stuff.,neutral
252,@tipsen5537 i should've clarified...why can't everything just work *for me* ,negative
253,Need to study vocabb :/ twitter,neutral
254,@Brajeshwar Wow that's something unique. I wonder how they trace &quot;our&quot; roots ,positive
255,@ninjaguitarsex I'm pretty sure the show part is just for before the show. Then it's like Twitter for the whole NIN fan community. ,positive
256,Started getting mailshots aimed at pensioners - it's all downhill now ,negative
257,Watching Paranormal State.Pretty interesting ,positive
258,"need #facebook fans, #twitter followers and #youtube views by nvida2: i needâ€¦ http://t.co/tK6IHH2B #freelance #job",neutral
259,@StaceHendrix Pls let us know if you need help w/ music marketing promo. We got #Twitter & #Youtube on lock. http://t.co/EWFffl35,neutral
260,@Tiandrance ,positive
261,RT @smart__reMarks RT @Its_kcheese: some stuff you only find on #TWITTER lolz &lt;---- LMAO,neutral
262,@DeiondraSanders I'm always up late. I wish I was a morning person but I'm not ,positive
263,is back at work...Although I wish I was back in bed... ,negative
264,"has to return the shirt she bought from Topshop bc she has $50 in her bank account that has to last her the rest of the month, life sucks ",negative
265,#MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz,neutral
266,"@alix_says, it's just like school except there's even more homework and everyone's a lot nicer (normally) ",positive
267,@dj_bubble ur welcome  ...yes I have 'Accounting' Exam today,positive
268,vote for @xxStephy http://www.tripcentral.ca/PHP/funny/index.php?action=playVideo&amp;videoID=89 !  yayyy,positive
269,"Out of #curiosity, #doesanyoneknow if it's against the #Twitter #TOS to use #hashtags so #eggregiously as I seem to be doing #tonight?",neutral
270,"I'm too much of a twitter lurk to use this. I will anyway, though. ",positive
271,@mileycyrus I would too if it meant spending a day in heaven w/my mom and getting to see her again. ,negative
272,"@OkieAnnie It's never too late!  Thanks! It was hard, so hard, to concentrate on taking screencaps",positive
273,God sho love him some me  feeling really really blessed tonight++++++,positive
274,thinking thinking thinking thinking #dotnet #asp #microsoft,neutral
275,@innocentdrinks COKE!? 20% minority stake? Really? Not April Fool? Can you give it back? So depressing. You were a favourite brand. Sad ,negative
276,#twitter/off,positive
277,Won't be tweeting much tonight   Maybe all tweets will come out in form of Tweet vomit later at about 1 in the morning.,negative
278,New innotive IT program coming to #Dubai featuring @comptia and #Microsoft qualifications http://t.co/a6fLlkgE RT please,neutral
279,@apleaforaaron i could really eat some cheese  i have a hankering for some austrian smoked cheese. YUM!,positive
280,standing in the richardson office changing a backup tape... I'm such a work-a-holic! ,positive
281,OmniTouch from #Microsoft makes every surface a #Touchscreen | #gadgets http://t.co/sSUrPnve,neutral
282,@arielehenriques Why do I feel like your preaching to me? lol damn I'm guilty ,negative
283,I have a cold  buee,negative
284,I hate when my phne do what it want on #twitter,neutral
285,I cried when I heard the girl from Tracy was found today. It was soooo sad   May god bless Sandra Cantu.,negative
286,"...so i just ordered my copy of Hardcore Underground 3  love me, love me! Canary in skinny jeans going balls deep.",positive
287,at wye river.. It's really cold! This internet is really expensive ,negative
288,Michael Crichton ,negative
289,I think im in love ,positive
290,"My forehead is starting to feel like someone has cut a slice out of it. Oh, that's right, someone cut a slice out of my forehead today ",negative
291,wow my x60s is dead ,negative
292,People aren't the same as they wanna be perceived on #twitter...Please believe I'm that crazy bitch at work who slaps everyones ass in line,neutral
293,Wishing I could sneak in to watch the Star Trek premiere ,negative
294,"@MadNinjaCurl hey neighbor, neither can I ",positive
295,@JoeandJesse awesome!!! see you there!! ,positive
296,Beware phone #scam calls pretending to be #Microsoft who claim your machine has a #virus - http://t.co/5F2p4XcB,neutral
297,Watching Seven Pounds with my mom. I hope i dont fall asleep. AfterMidnightProject TOMORROW! ,positive
298,#Twitter it's been a pleasure but I have to go exercise and eat dinner! Possibly be back b4 I sleep? We'll c! I am #BLESSED & we all are! =),positive
299,Yay tomorrow i get to do today all over again! ,positive
300,@karth_vader_ when did you change your nick again? I no longer see any of your tweets on my timeline. Anything wrong with #twitter?,neutral
301,"@m0nkfish Eww. Hershys kisses are ok, but not amazing ",negative
302,Woken up by someone hammering &gt;&lt; they have stopped now and I can't get back to sleep ,negative
303,nodame cantabile is &lt;3. I think I'm falling in love with classical music. ,positive
304,listening to dashboard &quot;ghost of a good thing&quot; mannn definitely takes me down memory lane  good night kids,positive
305,I don't see the point of following a news station on #twitter if there's breaking news people are gunna tweet about it anyway #obvs,neutral
306,#Ballmer On Not Buying #Yahoo: â€œSometimes Youâ€™reÂ Luckyâ€ via @techcrunch http://t.co/MrjkOXnO #Microsoft,neutral
307,"@Vonster good point, 2 draw  2 don't  nice quote though. I like that.",positive
308,"I NEVER THOUGHT THAT I COULD  HATE SOMBODY, BUT I REALLY HATE YOU ï¿½TOBE D....ï¿½, I ONLY GAVE YOU ALL OF MY LOVE AND YOU  PAY ME SO BAD! ",negative
309,#Twitter FDP,neutral
310,Some amazing news for 5yac!! Im so stoked follow me to see what comes next  be ready,positive
311,RT @TCMagazine: Microsoft talks about the Start menu search in Windows 8 http://t.co/P8Go0gkS #microsoft #search #start #windows8,neutral
312,My #twitter age is 2 years 160 days 2 hours 28 minutes 32 seconds. Find out yours at http://t.co/3YI2oDVK #twittertime,neutral
313,Should really go to sleep so i can get up early tomorrow (well today now) ,negative
314,Twitter woke me up ,neutral
315,@imperiusrex Brahbrah. Ugh. Bed in a hour. ,negative
316,@Twinnadryl lol freak session wit ya wifey eh? hah ,positive
317,@sarahmorrmorr having a marathon now!!!!! ,positive
318,@GillianMe Yeah he was ,positive
319,Wishing I can sleep all day 2morrow but I got practice... GN #Twitter,neutral
320,Had a good time at Eat n Park drinking a latte and playing Munchkin Impossible with @Chriswolfe2007. ,positive
321,That shit lame trynna fuck with somebody through a DM on #twitter thoo  ?,neutral
322,Is physically tired but can't sleep ,negative
323,Allergies playin up like mad today ,negative
324,SeNews : Ballmer on not buying Yahoo: 'Sometimes you're lucky' #Microsoft #Yahoo : http://t.co/E0kvSTj4,neutral
325,@rachhiiee_ jenny knows i love er. ,positive
326,Windows Phone Tango and Apollo rumors suggest new screen specs http://t.co/8X30jQAH #microsoft #windows,neutral
327,Area nightclub making ï¿½8 out of the bewilldered uni students who have arrived home. while the poor folk like me have to struggle on ,negative
328,#Microsoft #Wireless #Keyboard 3000 Review http://t.co/C4GOy04V #wirelesskeyboardandmouse #mousecombos,neutral
329,RT @J_Roc616: She lovin #JohnnyVegas!! But no #Twitter,neutral
330,watching &quot;The Princess Bride&quot; I want a Wesley!!! ,positive
331,@xjerx she's at the Ritz LOL but been there before and it's ok for a gig! Not got any more planned  what about you?,negative
332,these guys who is Bill Gates's associates makes me feel like I know nothing!!! I don't even know my name now ,negative
333,@staceysoleil  yep..lol  I was bored... Edward is hunting with the guys..,positive
334,#Twitter-on-,neutral
335,#microsoft #edu UD School Board seats up for grabs - Delaware County Daily Times http://t.co/YCXCo5kK,neutral
336,#Microsoft Windows Server 2008 R2 Enterprise OEM #preisvergleich http://t.co/0jWsfMQn Bewertung softline24 #test #Microsoft,neutral
337,@hanlly That was a cool blink song. ,positive
338,I think @SchwastySmack needs to cool her roll on her #twitter game.,neutral
339,GOODNITEE #TWITTER!!!,neutral
340,i have to butting poop again ,negative
341,Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 18,neutral
342,@danielc Sorry it wasn't Wrath of Khan.  But we made do. ,positive
